customerid,customerid of PerfDemoCombined_train,Max(loannumber),Mean(loannumber),Sum(loannumber),Max(durationforapproval),Mean(durationforapproval),Sum(durationforapproval),Max(Interestrate),Mean(Interestrate),Sum(Interestrate),Max(referral_recode),Mean(referral_recode),Sum(referral_recode),Max(churn_flag),Mean(churn_flag),Sum(churn_flag),Max(AgeAtTimeofLoan),Pct_default,Mean(AgeAtTimeofLoan),Sum(AgeAtTimeofLoan),systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,good_bad_flag,birthdate,bank_account_type,bank_account_recode,longitude_gps,latitude_gps,bank_name_clients,bank_branch_clients,employment_status_clients,employment_status_clients_recode,level_of_education_clients,Validation
8a8588f35451808f01547b8e92ec220d,8a8588f35451808f01547b8e92ec220d,2,1.5,3,1.001944444,1.001944444,2.003888889,365,365,730,0,0,0,0,0,0,33,0,33.4,67,301968134,2,20:08.0,20:01.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.346264,6.544302,Diamond Bank,,Permanent,Permanent,,Validation
8a8588fd53c244bc0153d0a82ef81fd7,8a8588fd53c244bc0153d0a82ef81fd7,2,1.5,3,1.794166667,1.398055556,2.796111111,365,365,730,0,0,0,1,0.5,1,28,50,27.8,56,301982354,2,00:52.0,13:13.0,10000,13000,30,,Good,00:00.0,Savings,Savings,7.3787104,9.1431239,GT Bank,,Permanent,Permanent,Graduate,Training
8a8588fd53f1099e0153f9f8e4062cf3,8a8588fd53f1099e0153f9f8e4062cf3,2,1.5,3,1.004444444,1.003472222,2.006944444,365,365,730,0,0,0,1,0.5,1,27,50,27.3,55,301971494,2,50:12.0,50:03.0,10000,13000,30,,Good,00:00.0,Savings,Savings,7.3785,8.9749403,GT Bank,,Permanent,Permanent,,Training
8a8589a453bc422d0153c7d857e0190f,8a8589a453bc422d0153c7d857e0190f,2,1.5,3,1.003055556,1.002916667,2.005833333,365,365,730,0,0,0,1,1,2,41,100,40.7,81,301993591,2,02:09.0,01:59.0,10000,13000,30,,Good,00:00.0,Other,Other,3.3771647,6.5116812,GT Bank,,Permanent,Permanent,,Validation
8a8589b0541e21e401542898549a1435,8a8589b0541e21e401542898549a1435,2,1.5,3,1.019166667,1.010555556,2.021111111,365,365,730,0,0,0,1,1,2,36,100,35.5,71,301990872,2,02:36.0,02:29.0,10000,13000,30,,Good,00:00.0,Other,Other,3.2450799,6.6266305,GT Bank,,Permanent,Permanent,Graduate,Training
8a8589c1545181f301546606804130a2,8a8589c1545181f301546606804130a2,2,1.5,3,1.018888889,1.010416667,2.020833333,365,365,730,0,0,0,1,0.5,1,22,50,22,44,301995703,2,43:54.0,43:47.0,10000,13000,30,,Good,00:00.0,Other,Other,3.3525884,6.6370015,Fidelity Bank,,Permanent,Permanent,,Training
8a81890b51d31db90151d5fd989c1dbd,8a81890b51d31db90151d5fd989c1dbd,2,1.5,3,1.0025,1.002222222,2.004444444,365,365,730,0,0,0,0,0,0,33,0,33,66,301967361,2,43:07.0,43:00.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.325616,6.6531879,Sterling Bank,"STERLING BANK PLC 102, IJU ROAD, IFAKO BRANCH",Permanent,Permanent,Graduate,Training
8a85886e54beabf90154c0a29ae757c0,8a85886e54beabf90154c0a29ae757c0,2,2,2,1.006388889,1.006388889,1.006388889,182.5,182.5,182.5,0,0,0,1,1,1,32,50,31.9,32,301965204,2,04:41.0,04:18.0,15000,17250,30,,Good,00:00.0,Savings,Savings,3.885298,7.3207003,GT Bank,"DUGBE,IBADAN",Permanent,Permanent,Graduate,Training
8a85882953bc04f80153bc198e5d0222,8a85882953bc04f80153bc198e5d0222,2,1.5,3,1.018888889,1.010416667,2.020833333,365,365,730,0,0,0,1,0.5,1,42,50,42,84,301980605,2,01:00.0,00:53.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,6.6970638,7.7990101,GT Bank,,Permanent,Permanent,Graduate,Test
8a85895054a061920154a9c8935d351f,8a85895054a061920154a9c8935d351f,2,1.5,3,1.018611111,1.010694444,2.021388889,365,365,730,0,0,0,1,0.5,1,50,50,49.6,99,301963573,2,20:17.0,19:10.0,10000,13000,30,,Good,00:00.0,Other,Other,3.3316383,6.59091,GT Bank,,Permanent,Permanent,,Test
8a85896653e2e18b0153f0c200dd62c6,8a85896653e2e18b0153f0c200dd62c6,2,1.5,3,1.018888889,1.010138889,2.020277778,365,365,730,0,0,0,1,1,2,23,100,23.4,47,301971866,2,26:45.0,26:40.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3019136,6.6183341,First Bank,,Permanent,Permanent,Graduate,Training
8a8589595384a8530153931b3d824f62,8a8589595384a8530153931b3d824f62,2,1.5,3,1.02,1.010833333,2.021666667,365,365,730,0,0,0,1,0.5,1,29,50,28.8,58,301996217,2,44:41.0,43:29.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.4768198,6.6491554,GT Bank,,Self-Employed,Self-Employed,Secondary,Validation
8a2ad9ce4c453e06014c4b3175e52407,8a2ad9ce4c453e06014c4b3175e52407,3,2.5,5,1.018888889,1.010416667,2.020833333,273.75,273.75,547.5,0,0,0,1,1,2,43,66.66666667,42.8,86,301979367,3,19:38.0,19:31.0,20000,24500,30,,Good,00:00.0,Current,Other,3.3393838,6.6364862,EcoBank,OGBA,Permanent,Permanent,Post-Graduate,Validation
8a76e7d443e6e97c0143ed0a33375981,8a76e7d443e6e97c0143ed0a33375981,3,2.5,5,1.019444444,1.010694444,2.021388889,182.5,182.5,365,0,0,0,1,1,2,33,66.66666667,33.2,66,302002146,3,48:42.0,48:35.0,30000,39000,60,,Good,00:00.0,Savings,Savings,3.5747841,6.8823052,First Bank,"OGUDU, OJOTA",Permanent,Permanent,Graduate,Training
8a858e0a565e71c40156652b73613d66,8a858e0a565e71c40156652b73613d66,3,2,6,1.003055556,1.0025,3.0075,365,365,1095,0,0,0,1,0.333333333,1,30,33.33333333,30.3,91,301986527,3,52:15.0,52:05.0,10000,13000,30,,Good,00:00.0,Savings,Savings,7.4687117,9.0053581,Access Bank,,Permanent,Permanent,,Test
8a858e0a5668e69c015669d6d4233c13,8a858e0a5668e69c015669d6d4233c13,3,2,6,1.003055556,1.002314815,3.006944444,365,365,1095,0,0,0,1,0.333333333,1,27,33.33333333,26.6,80,301974290,3,14:19.0,14:12.0,10000,13000,30,,Good,00:00.0,Savings,Savings,4.5558341,7.7962433,Access Bank,,Permanent,Permanent,,Test
8a858e0c5bf343de015bf734d8c57f92,8a858e0c5bf343de015bf734d8c57f92,3,2,6,1.004444444,1.002685185,3.008055556,365,365,1095,0,0,0,1,0.333333333,1,30,33.33333333,30,90,301989960,3,00:15.0,00:08.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,7.4306571,10.5282429,GT Bank,,Permanent,Permanent,,Validation
8a858e0c5bfceae6015bfcfabccb0a81,8a858e0c5bfceae6015bfcfabccb0a81,3,2,6,1.003333333,1.002222222,3.006666667,365,365,1095,0,0,0,1,0.666666667,2,33,66.66666667,33.4,100,301965366,3,43:13.0,43:07.0,10000,13000,30,,Good,00:00.0,Savings,Savings,7.4730606,10.4684494,First Bank,,Permanent,Permanent,,Test
8a858e0f5c45466f015c4a6560255de7,8a858e0f5c45466f015c4a6560255de7,3,2,6,1.005277778,1.002962963,3.008888889,365,365,1095,0,0,0,1,1,3,34,100,34.1,102,301992201,3,43:34.0,43:27.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3281894,6.4662308,Stanbic IBTC,,Permanent,Permanent,,Test
8a858e0f5c45466f015c546652e81026,8a858e0f5c45466f015c546652e81026,3,2,6,1.003888889,1.002407407,3.007222222,365,365,1095,1,1,3,0,0,0,30,0,29.6,89,301968737,3,41:25.0,41:19.0,10000,11500,15,8a858fd85b685607015b7ba5638674c0,Bad,00:00.0,Savings,Savings,3.3029379,6.6263662,First Bank,,,Unknown,,Test
8a858e005c2154c2015c2f5f6aac6594,8a858e005c2154c2015c2f5f6aac6594,3,2,6,1.018888889,1.007592593,3.022777778,365,365,1095,0,0,0,1,0.666666667,2,31,66.66666667,30.6,92,301990112,3,28:16.0,28:09.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3496499,6.6060299,UBA,,Permanent,Permanent,,Training
8a858e005c2154c2015c2f54b7935fe5,8a858e005c2154c2015c2f54b7935fe5,3,2,6,1.018888889,1.007685185,3.023055556,365,365,1095,0,0,0,1,1,3,38,100,37.4,112,301983593,3,31:16.0,31:09.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.9625763,7.4604206,Access Bank,,,Unknown,,Test
8a858e005c2154c2015c30e623201bdd,8a858e005c2154c2015c30e623201bdd,3,2,6,1.018888889,1.0075,3.0225,365,365,1095,0,0,0,1,0.666666667,2,41,66.66666667,40.9,123,301981605,3,07:54.0,07:47.0,10000,11500,15,,Good,00:00.0,Savings,Savings,3.322697,6.6277907,GT Bank,,Permanent,Permanent,,Validation
8a858e045b495c30015b4a974c224cf4,8a858e045b495c30015b4a974c224cf4,3,2,6,1.003888889,1.002407407,3.007222222,365,365,1095,0,0,0,0,0,0,37,0,37,111,301959834,3,50:36.0,50:30.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.3300698,6.4595756,GT Bank,,Permanent,Permanent,,Test
8a858e045b495c30015b4f8417aa61c4,8a858e045b495c30015b4f8417aa61c4,3,2,6,1.003333333,1.002685185,3.008055556,365,365,1095,0,0,0,1,1,3,35,100,34.6,104,301963036,3,11:49.0,11:37.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.328249,7.1478018,GT Bank,,Permanent,Permanent,,Training
8a858e095c59b91b015c5e5cea3719bc,8a858e095c59b91b015c5e5cea3719bc,3,2,6,1.003611111,1.002314815,3.006944444,365,365,1095,0,0,0,1,1,3,28,100,28.1,84,301972027,3,25:33.0,25:28.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.2594445,6.5570112,GT Bank,,Permanent,Permanent,,Training
8a858e1a5bce88e5015bced034b62745,8a858e1a5bce88e5015bced034b62745,3,2,6,1.002777778,1.002314815,3.006944444,365,365,1095,0,0,0,1,0.333333333,1,35,33.33333333,34.6,104,301997056,3,05:23.0,05:15.0,10000,13000,30,,Good,00:00.0,Savings,Savings,4.5642283,8.459555,GT Bank,,,Unknown,,Test
8a858e1c5bab1191015baca490325254,8a858e1c5bab1191015baca490325254,3,2,6,1.001944444,1.001759259,3.005277778,365,365,1095,0,0,0,1,0.333333333,1,29,33.33333333,29,87,301961775,3,14:58.0,14:53.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.3976564,7.177822,Sterling Bank,,Permanent,Permanent,,Validation
8a858e1d5b2510b2015b28ffe3882faa,8a858e1d5b2510b2015b28ffe3882faa,3,2,6,1.02,1.008981482,3.026944444,365,365,1095,0,0,0,0,0,0,31,0,30.9,93,301980327,3,37:03.0,35:51.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.5969317,6.5117336,GT Bank,,,Unknown,,Validation
8a858e1d5c5a460c015c5a7896251633,8a858e1d5c5a460c015c5a7896251633,3,2,6,1.005833333,1.003148148,3.009444444,365,365,1095,0,0,0,1,1,3,37,100,37.4,112,301977120,3,08:31.0,08:25.0,10000,13000,30,,Good,00:00.0,Savings,Savings,4.6122767,8.5216567,GT Bank,,Permanent,Permanent,,Validation
8a858e2d5bb55d46015bc61fa9492de0,8a858e2d5bb55d46015bc61fa9492de0,3,2,6,1.003055556,1.002314815,3.006944444,365,365,1095,0,0,0,0,0,0,27,0,27.1,81,301976794,3,20:33.0,20:26.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.373377,6.5881948,GT Bank,,,Unknown,,Training
8a858e2d5bb55d46015bc87e5f3d72b8,8a858e2d5bb55d46015bc87e5f3d72b8,3,2,6,1.006666667,1.003240741,3.009722222,365,365,1095,0,0,0,1,1,3,26,100,26.1,78,301959513,3,57:10.0,57:05.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.340938,6.5974092,Stanbic IBTC,,Permanent,Permanent,,Training
8a858e2e5bb57a37015bbe3c1af53cac,8a858e2e5bb57a37015bbe3c1af53cac,3,2,6,1.002222222,1.001851852,3.005555556,365,334.5833333,1003.75,0,0,0,1,1,3,28,100,27.5,82,301960237,3,15:39.0,15:34.0,20000,24500,30,,Good,00:00.0,Savings,Savings,3.57922,7.9863467,GT Bank,,Permanent,Permanent,,Test
8a858e2e5bb57a37015bc94eaa083a35,8a858e2e5bb57a37015bc94eaa083a35,3,2,6,1.001944444,1.001666667,3.005,365,365,1095,0,0,0,1,0.666666667,2,34,66.66666667,33.8,101,301966033,3,12:53.0,12:49.0,10000,11500,15,,Good,00:00.0,Savings,Savings,3.319964,6.6671957,GT Bank,,,Unknown,,Training
8a858e3c585373380158541ec9ea2d9c,8a858e3c585373380158541ec9ea2d9c,3,2,6,3.865,1.962685185,5.888055556,365,365,1095,0,0,0,1,0.666666667,2,31,66.66666667,30.3,91,301974235,3,32:54.0,31:44.0,10000,13000,30,,Good,00:00.0,Other,Other,3.92971,7.3976684,GT Bank,,,Unknown,,Test
8a858e3d5c3b5122015c43f776bd4a3a,8a858e3d5c3b5122015c43f776bd4a3a,3,2,6,1.019166667,1.0075,3.0225,365,334.5833333,1003.75,1,1,3,1,1,3,25,100,24.7,74,301967031,3,47:07.0,47:01.0,20000,24500,30,8a858f2c585375f00158688cf76b3db7,Good,00:00.0,Savings,Savings,3.3472352,6.4568867,First Bank,,Permanent,Permanent,,Validation
8a858e3d5c3b5122015c40325bfd5806,8a858e3d5c3b5122015c40325bfd5806,3,2,6,1.018888889,1.0075,3.0225,365,365,1095,1,1,3,1,1,3,28,100,28.1,84,301973326,3,13:35.0,13:29.0,10000,13000,30,8a858e1556321b940156368d95d74291,Good,00:00.0,Savings,Savings,3.3317517,6.5511483,GT Bank,,Permanent,Permanent,,Training
8a858e3e5b3ee747015b3f5c97746a87,8a858e3e5b3ee747015b3f5c97746a87,3,2,6,1.018611111,1.011388889,3.034166667,365,365,1095,0,0,0,0,0,0,33,0,33.3,100,301964918,3,06:54.0,06:12.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,5.1688517,7.1977567,Diamond Bank,,Permanent,Permanent,,Validation
8a858e5a5a0477db015a100e94100351,8a858e5a5a0477db015a100e94100351,3,2,6,1.004166667,1.003148148,3.009444444,365,365,1095,0,0,0,1,0.333333333,1,24,33.33333333,23.7,71,301986620,3,32:09.0,31:54.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,8.8020085,6.6583682,GT Bank,,Permanent,Permanent,,Validation
8a858e5b5bd99460015bdf725e143ff4,8a858e5b5bd99460015bdf725e143ff4,3,2,6,1.003888889,1.002777778,3.008333333,365,365,1095,0,0,0,1,1,3,33,100,32.5,97,301967889,3,20:59.0,20:50.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.70037,7.3943183,Access Bank,,Permanent,Permanent,,Test
8a858e5b5bd99460015be7d577b04e0d,8a858e5b5bd99460015be7d577b04e0d,3,2,6,1.002777778,1.002222222,3.006666667,365,365,1095,0,0,0,1,1,3,27,100,27.2,82,301968078,3,36:07.0,36:00.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3482936,6.5421259,Sterling Bank,,Permanent,Permanent,,Training
8a858e5b5bd99460015be39f12b71b0a,8a858e5b5bd99460015be39f12b71b0a,3,2,6,2.055277778,1.353055556,4.059166667,365,365,1095,0,0,0,1,1,3,28,100,28,84,301974141,3,30:42.0,30:35.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.4993533,6.6378367,GT Bank,,Permanent,Permanent,,Test
8a858e5b5bd99460015be783dabb272f,8a858e5b5bd99460015be783dabb272f,3,2,6,1.445833333,1.15,3.45,365,365,1095,1,1,3,1,0.666666667,2,31,66.66666667,31.2,94,301980962,3,29:14.0,29:06.0,10000,11500,15,8a858fde56eb02280156eb911f1e3872,Good,00:00.0,Savings,Savings,3.4411905,6.4270613,Zenith Bank,,Permanent,Permanent,,Training
8a858e5b5c1a43c1015c1a8921c11694,8a858e5b5c1a43c1015c1a8921c11694,3,2,6,1.018888889,1.007592593,3.022777778,365,365,1095,1,1,3,1,1,3,37,100,36.5,109,301980770,3,12:49.0,12:42.0,10000,11500,15,8a858fa45bd95e9a015bdc9f83f311fb,Good,00:00.0,Savings,Savings,3.5516978,6.4491934,GT Bank,,Permanent,Permanent,,Training
8a858e5d5bf3454f015bf3c38c482aa5,8a858e5d5bf3454f015bf3c38c482aa5,3,2,6,1.003333333,1.002685185,3.008055556,365,365,1095,0,0,0,1,0.666666667,2,25,66.66666667,25.2,75,301959854,3,11:14.0,11:05.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3678461,6.5247326,Stanbic IBTC,,Permanent,Permanent,,Training
8a858e6a5bfd4b54015c0dc45b31270b,8a858e6a5bfd4b54015c0dc45b31270b,3,2,6,1.018611111,1.007407407,3.022222222,365,365,1095,1,1,3,1,1,3,38,100,38.1,114,301966741,3,14:22.0,14:15.0,10000,13000,30,8a858e945bfdb9e7015c040d93016282,Good,00:00.0,Savings,Savings,3.3729167,6.5354983,EcoBank,,,Unknown,,Validation
8a858e6a5bfd4b54015c0f505e0043b5,8a858e6a5bfd4b54015c0f505e0043b5,3,2,6,1.018888889,1.007592593,3.022777778,365,365,1095,0,0,0,1,1,3,28,100,28.3,85,301976308,3,03:50.0,03:43.0,10000,11500,15,,Good,00:00.0,Savings,Savings,7.4284433,8.9920483,First Bank,,Permanent,Permanent,,Validation
8a858e6a5bfd4b54015c02171e1660b1,8a858e6a5bfd4b54015c02171e1660b1,3,2,6,1.002777778,1.002314815,3.006944444,365,334.5833333,1003.75,1,1,3,1,1,3,30,100,30.1,90,301983939,3,12:04.0,11:56.0,20000,22250,15,8a858f165bf7b5ca015bf7b8e30e0199,Good,00:00.0,Savings,Savings,3.2705574,6.4611679,GT Bank,,,Unknown,,Training
8a858e6a5bfd4b54015c0297d9ee75fb,8a858e6a5bfd4b54015c0297d9ee75fb,3,2,6,1.002777778,1.002407407,3.007222222,365,365,1095,0,0,0,0,0,0,37,0,36.6,110,301988073,3,10:30.0,10:21.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,4.5822726,7.7397348,EcoBank,,Permanent,Permanent,,Training
8a858e6c5bd3fbff015bd5736e545cd2,8a858e6c5bd3fbff015bd5736e545cd2,3,2,6,1.002777778,1.00212963,3.006388889,365,365,1095,0,0,0,1,0.666666667,2,27,66.66666667,27.2,82,301988330,3,06:30.0,06:24.0,10000,11500,15,,Good,00:00.0,Savings,Savings,3.4787141,6.4397212,GT Bank,,Permanent,Permanent,,Validation
8a858e6c5c88d145015c89156898102a,8a858e6c5c88d145015c89156898102a,3,2,6,1.018888889,1.007407407,3.022222222,365,365,1095,0,0,0,1,1,3,32,100,31.9,96,301998941,3,26:37.0,26:31.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3500692,6.5207447,GT Bank,,Permanent,Permanent,,Validation
8a858e6d5b62e36f015b668ed4dc3aaa,8a858e6d5b62e36f015b668ed4dc3aaa,3,2,6,1.001944444,1.001944444,3.005833333,365,365,1095,0,0,0,0,0,0,29,0,28.8,86,301989006,3,29:20.0,29:13.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,7.635235,12.9694333,GT Bank,,Permanent,Permanent,,Test
8a858e6d5b252065015b29d353784928,8a858e6d5b252065015b29d353784928,3,2,6,1.019444444,1.007777778,3.023333333,365,365,1095,0,0,0,1,0.333333333,1,30,33.33333333,30.1,90,301996023,3,58:13.0,57:03.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.871098,7.3338866,GT Bank,,Permanent,Permanent,,Training
8a858e6f5bfd0431015bfd20c76210d3,8a858e6f5bfd0431015bfd20c76210d3,3,2,6,1.004166667,1.002685185,3.008055556,365,365,1095,0,0,0,1,0.333333333,1,32,33.33333333,32.3,97,302001990,3,56:03.0,55:55.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.9106541,7.4168216,GT Bank,,Permanent,Permanent,,Training
8a858e6f5c120e66015c16275ebc4eac,8a858e6f5c120e66015c16275ebc4eac,3,2,6,1.019166667,1.007592593,3.022777778,365,365,1095,0,0,0,1,1,3,30,100,29.7,89,301993071,3,42:56.0,42:49.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.2283553,6.5341853,Sterling Bank,,Permanent,Permanent,,Test
8a858e6f5668e01701567a9556757b9e,8a858e6f5668e01701567a9556757b9e,3,2,6,1.021111111,1.010555556,3.031666667,365,365,1095,0,0,0,1,0.333333333,1,32,33.33333333,32,96,301975848,3,07:40.0,06:24.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.43894,6.4454638,GT Bank,,Permanent,Permanent,,Validation
8a858e8a5c1c14b8015c1d9847f24af8,8a858e8a5c1c14b8015c1d9847f24af8,3,2,6,1.018888889,1.007407407,3.022222222,365,365,1095,1,1,3,1,1,3,28,100,28.1,84,301978942,3,39:40.0,39:34.0,10000,11500,15,8a858f1e5add5268015ade70d6e220fa,Good,00:00.0,Savings,Savings,3.9503855,7.4508506,First Bank,,,Unknown,,Test
8a858e8a5c1c14b8015c208abf11720a,8a858e8a5c1c14b8015c208abf11720a,3,2,6,1.018888889,1.007314815,3.021944444,365,365,1095,0,0,0,1,0.666666667,2,44,66.66666667,43.9,132,301964875,3,39:23.0,39:18.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.9456262,7.3964165,First Bank,,,Unknown,,Validation
8a858e8a575612610157713f256e1d4b,8a858e8a575612610157713f256e1d4b,3,2,6,1.005555556,1.003240741,3.009722222,365,365,1095,0,0,0,1,0.666666667,2,29,66.66666667,28.8,86,301985075,3,51:42.0,51:35.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.3767541,6.5477112,GT Bank,,Permanent,Permanent,,Training
8a858e8d5bf2d0c1015bf2effef1148b,8a858e8d5bf2d0c1015bf2effef1148b,3,2,6,1.003611111,1.002407407,3.007222222,365,304.1666667,912.5,1,1,3,1,0.666666667,2,35,66.66666667,35,105,301971198,3,11:56.0,11:49.0,10000,13000,30,8a858ea55ac1546c015ac328fdff18ed,Good,00:00.0,Savings,Savings,3.4297484,6.4329072,GT Bank,,Permanent,Permanent,,Validation
8a858e8d56b784480156c0daba003ae3,8a858e8d56b784480156c0daba003ae3,3,2,6,1.019166667,1.007685185,3.023055556,365,365,1095,0,0,0,1,1,3,33,100,33,99,301974270,3,58:27.0,58:19.0,10000,11500,15,,Good,00:00.0,Other,Other,3.3759409,6.5551562,Diamond Bank,,Self-Employed,Self-Employed,,Training
8a858e8e5bed1968015bed2ff2c80fc2,8a858e8e5bed1968015bed2ff2c80fc2,3,2,6,1.004166667,1.0025,3.0075,365,365,1095,1,1,3,1,0.666666667,2,35,66.66666667,34.9,105,301958696,3,02:44.0,02:38.0,10000,13000,30,8a858edb5bd936e4015be394167c4698,Bad,00:00.0,Savings,Savings,3.3673347,6.71411,UBA,,Permanent,Permanent,,Test
8a858e9a54d9121b0154dd1bfff23870,8a858e9a54d9121b0154dd1bfff23870,3,2,6,1.003333333,1.002222222,3.006666667,365,344.7222222,1034.166667,0,0,0,1,0.333333333,1,26,33.33333333,26.1,78,301969514,3,30:01.0,29:55.0,10000,13000,30,,Bad,00:00.0,Savings,Savings,3.3820708,6.5204898,GT Bank,,Permanent,Permanent,,Test
8a858e105bd92644015bd9db3a0f3be2,8a858e105bd92644015bd9db3a0f3be2,3,2,6,1.019166667,1.007592593,3.022777778,365,365,1095,0,0,0,1,1,3,30,100,30.3,91,301981450,3,50:07.0,50:00.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.2656981,6.5545208,EcoBank,,Permanent,Permanent,,Validation
8a858e105bd92644015bdd2f7a981936,8a858e105bd92644015bdd2f7a981936,3,2,6,1.005277778,1.002962963,3.008888889,365,314.3055556,942.9166667,1,1,3,1,1,3,39,100,38.8,116,301965333,3,25:28.0,25:22.0,20000,24500,30,8a858e345bd96da8015bd97f85df06c8,Good,00:00.0,Savings,Savings,3.9424194,6.8262642,GT Bank,,Permanent,Permanent,,Training
8a858e105bd92644015be762bf10576f,8a858e105bd92644015be762bf10576f,3,2,6,1.008333333,1.004074074,3.012222222,365,365,1095,1,1,3,0,0,0,26,0,26.3,79,301971610,3,58:47.0,58:41.0,10000,13000,30,8a858e185b4923b4015b536354895cae,Bad,00:00.0,Savings,Savings,3.2975096,6.6020294,GT Bank,,Permanent,Permanent,,Training
8a858e105c1c09c8015c1f8d43752c0a,8a858e105c1c09c8015c1f8d43752c0a,3,2,6,1.018888889,1.007592593,3.022777778,365,365,1095,1,1,3,1,1,3,52,100,51.5,155,301959439,3,22:56.0,22:49.0,10000,13000,30,8a858f3b5c1c5a08015c1f69e3786a85,Good,00:00.0,Savings,Savings,7.0029769,4.8284243,First Bank,,Permanent,Permanent,,Training
8a858e105c1c09c8015c1fd4eb915326,8a858e105c1c09c8015c1fd4eb915326,3,2,6,1.019166667,1.007777778,3.023333333,365,344.7222222,1034.166667,1,1,3,0,0,0,31,0,30.8,93,301997552,3,44:48.0,44:39.0,10000,12500,30,8a858ff45be92ea2015be9db14023e1e,Bad,00:00.0,Savings,Savings,7.961045,5.0281742,EcoBank,,Permanent,Permanent,,Test
8a858e105c1c09c8015c1ff8c6666669,8a858e105c1c09c8015c1ff8c6666669,3,2,6,1.018888889,1.0075,3.0225,365,365,1095,0,0,0,1,1,3,29,100,29.3,88,301973333,3,18:20.0,18:14.0,10000,13000,30,,Good,00:00.0,Current,Other,3.4272791,6.4354136,UBA,,Permanent,Permanent,,Training
8a858e125c358780015c35aad25310ef,8a858e125c358780015c35aad25310ef,3,2,6,1.018611111,1.007222222,3.021666667,365,365,1095,0,0,0,1,1,3,36,100,36.4,109,301971915,3,54:43.0,54:38.0,10000,13000,30,,Good,00:00.0,Savings,Savings,6.4239287,5.7144113,Zenith Bank,,Permanent,Permanent,,Validation
8a858e135c7e2eec015c81c27f791ff7,8a858e135c7e2eec015c81c27f791ff7,3,2,6,1.003888889,1.002685185,3.008055556,365,365,1095,0,0,0,1,1,3,34,100,34.1,102,301976557,3,24:59.0,24:51.0,10000,13000,30,,Good,00:00.0,Savings,Savings,3.56622,6.6174953,GT Bank,,Permanent,Permanent,,Test
8a858e135cb22031015cb7f9700e06f8,8a858e135cb22031015cb7f9700e06f8,3,2,6,1.019166667,1.00787037,3.023611111,365,344.7222222,1034.166667,1,1,3,1,1,3,34,100,33.7,101,302001909,3,51:05.0,50:56.0,10000,12500,30,8a858f93572e873c01573e5728586df8,Good,00:00.0,Savings,Savings,7.4979879,9.0461632,Zenith Bank,,,Unknown,,Training
8a858e145bf81459015bfc2992285a80,8a858e145bf81459015bfc2992285a80,3,2,6,1.003611111,1.002314815,3.006944444,365,365,1095,1,1,3,1,0.666666667,2,29,66.66666667,28.8,86,301973440,3,19:12.0,19:06.0,10000,13000,30,8a858f375b493337015b494169b00e07,Good,00:00.0,Savings,Savings,3.3658067,6.5536744,Access Bank,,Permanent,Permanent,,Validation
8a858e185b4923b4015b546070020159,8a858e185b4923b4015b546070020159,3,2,6,1.002222222,1.001944444,3.005833333,365,365,1095,0,0,0,1,1,3,37,100,37.2,112,301970002,3,31:19.0,31:13.0,10000,11500,15,,Good,00:00.0,Savings,Savings,7.6149762,13.0015512,First Bank,,Permanent,Permanent,,Validation
8a858e205af28299015af2acd2ff06a6,8a858e205af28299015af2acd2ff06a6,3,2,6,1.005,1.003703704,3.011111111,365,365,1095,0,0,0,1,1,3,30,100,30.3,91,301989020,3,38:57.0,38:41.0,10000,11500,15,,Good,00:00.0,Current,Other,3.385279,6.4538194,GT Bank,,Permanent,Permanent,,Training
